,,,,,,,,PRE-CP,,,,,,,,POST-CP,,,,,,IMPROVEMENT,,
Group,Method,Backbone,Dataset,NUM_DATA,model_size,WANDB LINK,RESPONSIBLE,knn_f1_mean,knn_f1_std,linear_f1_mean,linear_f1_std,finetune_f1_mean,finetune_f1_std,WANDB LINK,RESPONSIBLE,knn_f1_mean,knn_f1_std,linear_f1_mean,linear_f1_std,finetune_f1_mean,finetune_f1_std,knn_f1_improvement_mean,lp_f1_improvement_mean,ft_f1_improvement
,MAE-CP,DINOv3,OrganAMNIST,MAX (34561),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.8779,0.0000,0.8325,0.0026,0.9416,0.0041,,haodong,,,,,,,,,
,MAE-CP,MAE,OrganAMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-organamnist,haodong,0.7270,0.0126,0.5888,0.0182,0.8305,0.0057,,haodong,,,,,,,,,
,MAE-CP,MAE,OrganAMNIST,MAX (34561),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-organamnist,haodong,0.8229,0.0000,0.6069,0.0093,0.9034,0.0038,,haodong,,,,,,,,,
,MAE-CP,CLIP,OrganAMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-organamnist,haodong,0.6818,0.0010,0.5531,0.0353,0.8187,0.0055,,haodong,,,,,,,,,
,MAE-CP,CLIP,OrganAMNIST,MAX (34561),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-organamnist,haodong,0.7975,0.0000,0.6371,0.0052,0.8878,0.0039,,haodong,,,,,,,,,
,MAE-CP,DINOv3,PathMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.6509,0.0697,0.7634,0.0359,0.8757,0.0232,,haodong,,,,,,,,,
,MAE-CP,DINOv3,PathMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.7928,0.0148,0.8557,0.0054,0.9304,0.0110,,haodong,,,,,,,,,
,MAE-CP,DINOv3,PathMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8154,0.0050,0.8648,0.0116,0.9334,0.0061,,haodong,,,,,,,,,
,MAE-CP,DINOv3,PathMNIST,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8702,0.0006,0.8940,0.0026,0.9502,0.0101,,haodong,,,,,,,,,
,MAE-CP,DINOv3,PathMNIST,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8757,0.0004,0.8950,0.0020,0.9510,0.0042,,haodong,,,,,,,,,
,MAE-CP,DINOv3,PathMNIST,MAX (89996),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8840,0.0000,0.9036,0.0007,0.9488,0.0085,,haodong,,,,,,,,,
,MAE-CP,MAE,PathMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-pathmnist,haodong,0.7183,0.0102,0.8440,0.0134,0.9277,0.0067,,haodong,,,,,,,,,
,MAE-CP,MAE,PathMNIST,MAX (89996),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-pathmnist,haodong,0.8374,0.0000,0.8865,0.0027,0.9415,0.0026,,haodong,,,,,,,,,
,MAE-CP,CLIP,PathMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-pathmnist,haodong,0.6999,0.0147,0.8151,0.0119,0.9255,0.0092,,haodong,,,,,,,,,
,MAE-CP,CLIP,PathMNIST,MAX (89996),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-pathmnist,haodong,0.8002,0.0000,0.8841,0.0019,0.9379,0.0030,,haodong,,,,,,,,,
,MAE-CP,DINOv3,Galaxy10,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.3428,0.0348,0.3579,0.0339,0.5525,0.0290,,haodong,,,,,,,,,
,MAE-CP,DINOv3,Galaxy10,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.4434,0.0140,0.5107,0.0102,0.6738,0.0163,,haodong,,,,,,,,,
,MAE-CP,DINOv3,Galaxy10,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.4652,0.0125,0.5612,0.0107,0.7145,0.0129,,haodong,,,,,,,,,
,MAE-CP,DINOv3,Galaxy10,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.5450,0.0062,0.6058,0.0187,0.7994,0.0047,,haodong,,,,,,,,,
,MAE-CP,DINOv3,Galaxy10,MAX (14188),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.5625,0.0137,0.6122,0.0098,0.8016,0.0130,,haodong,,,,,,,,,
,MAE-CP,MAE,Galaxy10,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-galaxy10,haodong,0.2518,0.0125,0.3265,0.0047,0.7058,0.0028,,haodong,,,,,,,,,
,MAE-CP,MAE,Galaxy10,MAX (14188),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-galaxy10,haodong,0.3415,0.0128,0.3587,0.0053,0.8133,0.0043,,haodong,,,,,,,,,
,MAE-CP,CLIP,Galaxy10,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-galaxy10,haodong,0.3707,0.0123,0.3853,0.0331,0.6649,0.0057,,haodong,,,,,,,,,
,MAE-CP,CLIP,Galaxy10,MAX (14188),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-galaxy10,haodong,0.4428,0.0176,0.4569,0.0217,0.8074,0.0075,,haodong,,,,,,,,,
,MAE-CP,DINOv3,Food101,101,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.5525,0.0227,0.4754,0.0081,0.2965,0.0058,,haodong,,,,,,,,,
,MAE-CP,DINOv3,Food101,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.7098,0.0093,0.7803,0.0069,0.6546,0.0016,,haodong,,,,,,,,,
,MAE-CP,DINOv3,Food101,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.7734,0.0049,0.8379,0.0034,0.7359,0.0072,,haodong,,,,,,,,,
,MAE-CP,DINOv3,Food101,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.8741,0.0013,0.9115,0.0029,0.8583,0.0027,,haodong,,,,,,,,,
,MAE-CP,DINOv3,Food101,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.8935,0.0026,0.9276,0.0010,0.8833,0.0038,,haodong,,,,,,,,,
,MAE-CP,DINOv3,Food101,MAX (75750),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.9124,0.0000,0.9381,0.0009,0.9033,0.0032,,haodong,,,,,,,,,
,MAE-CP,MAE,Food101,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-food101?nw=nwuserhaodoz0118,haodong,0.0318,0.0005,0.1574,0.0054,0.3904,0.0089,,haodong,,,,,,,,,
,MAE-CP,MAE,Food101,MAX (75750),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-food101?nw=nwuserhaodoz0118,haodong,0.1034,0.0000,0.4305,0.0014,0.8719,0.0015,,haodong,,,,,,,,,
,MAE-CP,CLIP,Food101,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-food101?nw=nwuserhaodoz0118,haodong,0.6995,0.0083,0.7093,0.0064,0.4302,0.0034,,haodong,,,,,,,,,
,MAE-CP,CLIP,Food101,MAX (75750),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-food101?nw=nwuserhaodoz0118,haodong,0.8683,0.0000,0.8933,0.0005,0.8496,0.0019,,haodong,,,,,,,,,
,MAE-CP,DINOv3,FGVC_Aircraft,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.3487,0.0199,0.2711,0.0132,0.1388,0.0056,,haodong,,,,,,,,,
,MAE-CP,DINOv3,FGVC_Aircraft,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.4463,0.0040,0.5199,0.0069,0.4658,0.0214,,haodong,,,,,,,,,
,MAE-CP,DINOv3,FGVC_Aircraft,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.5152,0.0013,0.6079,0.0158,0.6085,0.0113,,haodong,,,,,,,,,
,MAE-CP,DINOv3,FGVC_Aircraft,MAX (3400),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.6239,0.0000,0.7258,0.0085,0.8005,0.0097,,haodong,,,,,,,,,
,MAE-CP,MAE,FGVC_Aircraft,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-fgvc_aircraft,haodong,0.0400,0.0024,0.0548,0.0020,0.3493,0.0180,,haodong,,,,,,,,,
,MAE-CP,MAE,FGVC_Aircraft,MAX (3400),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-fgvc_aircraft,haodong,0.0511,0.0000,0.0820,0.0029,0.6742,0.0036,,haodong,,,,,,,,,
,MAE-CP,CLIP,FGVC_Aircraft,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-fgvc_aircraft,haodong,0.2792,0.0018,0.3050,0.0027,0.3789,0.0024,,haodong,,,,,,,,,
,MAE-CP,CLIP,FGVC_Aircraft,MAX (3400),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-fgvc_aircraft,haodong,0.3512,0.0000,0.4038,0.0050,0.6053,0.0018,,haodong,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,DIET-CP,DINOv3,DermaMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-dermamnist?nw=nwuserhaodoz0118,haodong,0.1197,0.0046,0.2820,0.0209,0.3215,0.0246,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-dermamnist,Jakob,0.1636,0.0200,0.3124,0.0288,0.3220,0.0458,0.0440,0.0304,0.0005
,DIET-CP,DINOv3,DermaMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-dermamnist?nw=nwuserhaodoz0118,haodong,0.2052,0.0210,0.4087,0.0189,0.5441,0.0402,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-dermamnist,Jakob,0.2997,0.0124,0.4833,0.0247,0.5000,0.0288,0.0945,0.0746,-0.0441
,DIET-CP,DINOv3,DermaMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-dermamnist?nw=nwuserhaodoz0118,haodong,0.2604,0.0090,0.4693,0.0517,0.6263,0.0148,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-dermamnist,Jakob,0.3655,0.0089,0.5104,0.0201,0.5741,0.0317,0.1051,0.0411,-0.0522
,DIET-CP,DINOv3,DermaMNIST,MAX (7007),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-dermamnist?nw=nwuserhaodoz0118,haodong,0.4542,0.0000,0.6332,0.0099,0.8596,0.0122,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-dermamnist,Jakob,0.5732,0.0080,0.6812,0.0148,0.8317,0.0120,0.1191,0.0479,-0.0279
,DIET-CP,MAE,DermaMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-dermamnist?nw=nwuserhaodoz0118,haodong,0.2170,0.0015,0.3221,0.0280,0.5498,0.0217,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-dermamnist,Jakob,0.3279,0.0215,0.4132,0.0247,0.5273,0.0278,0.1109,0.0911,-0.0225
,DIET-CP,MAE,DermaMNIST,MAX (7007),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-dermamnist?nw=nwuserhaodoz0118,haodong,0.2668,0.0000,0.3248,0.0076,0.8340,0.0123,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-dermamnist,Jakob,0.4202,0.0099,0.4825,0.0137,0.7730,0.0155,0.1534,0.1577,-0.0610
,DIET-CP,CLIP,DermaMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-dermamnist,haodong,0.2708,0.0150,0.3858,0.0343,0.5453,0.0198,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-dermamnist,Jakob,0.3533,0.0199,0.4756,0.0202,0.5011,0.0141,0.0825,0.0898,-0.0442
,DIET-CP,CLIP,DermaMNIST,MAX (7007),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-dermamnist,haodong,0.4226,0.0000,0.4660,0.0113,0.7890,0.0102,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-dermamnist,Jakob,0.5098,0.0162,0.6073,0.0180,0.7799,0.0111,0.0872,0.1413,-0.0091
,DIET-CP,DINOv3,BreastMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-breastmnist,haodong,0.5667,0.0646,0.7060,0.0503,0.8076,0.0074,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-breastmnist,Jakob,0.8002,0.0112,0.7374,0.0089,0.7955,0.0295,0.2335,0.0314,-0.0121
,DIET-CP,DINOv3,BreastMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-breastmnist,haodong,0.7919,0.0077,0.7677,0.0438,0.8974,0.0086,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-breastmnist,Jakob,0.8668,0.0101,0.8558,0.0002,0.8934,0.0066,0.0748,0.0881,-0.0040
,DIET-CP,DINOv3,BreastMNIST,MAX(546),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-breastmnist,haodong,0.8051,0.0000,0.7801,0.0312,0.8940,0.0196,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-breastmnist,Jakob,0.8771,0.0187,0.8519,0.0149,0.9173,0.0076,0.0719,0.0718,0.0233
,DIET-CP,MAE,BreastMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-breastmnist,haodong,0.5441,0.0325,0.6302,0.1017,0.7776,0.0343,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-breastmnist,Jakob,0.7232,0.0468,0.7012,0.0213,0.7803,0.0072,0.1791,0.0710,0.0028
,DIET-CP,MAE,BreastMNIST,MAX(546),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-breastmnist,haodong,0.7310,0.0000,0.6741,0.0565,0.8802,0.0167,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-breastmnist,Jakob,0.8047,0.0229,0.8091,0.0137,0.9082,0.0091,0.0737,0.1351,0.0281
,DIET-CP,CLIP,BreastMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-breastmnist,haodong,0.4296,0.0128,0.6676,0.0393,0.7061,0.0511,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-breastmnist,Jakob,0.7099,0.0392,0.7682,0.0026,0.7722,0.0385,0.2803,0.1006,0.0661
,DIET-CP,CLIP,BreastMNIST,MAX(546),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-breastmnist,haodong,0.6083,0.0000,0.6750,0.0476,0.8665,0.0121,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-breastmnist,Jakob,0.8226,0.0180,0.8329,0.0141,0.8749,0.0047,0.2144,0.1579,0.0085
,DIET-CP,DINOv3,OCTMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.3050,0.0085,0.4850,0.0653,0.7688,0.0632,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-octmnist,Jakob,0.3656,0.0251,0.5763,0.0269,0.6881,0.0320,0.0606,0.0912,-0.0807
,DIET-CP,DINOv3,OCTMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.3858,0.0392,0.6612,0.0409,0.8398,0.0275,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-octmnist,Jakob,0.5632,0.0420,0.7413,0.0262,0.8246,0.0220,0.1773,0.0801,-0.0152
,DIET-CP,DINOv3,OCTMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.4329,0.0396,0.7221,0.0287,0.8772,0.0228,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-octmnist,Jakob,0.5863,0.0791,0.7765,0.0203,0.8463,0.0151,0.1534,0.0544,-0.0308
,DIET-CP,DINOv3,OCTMNIST,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.5907,0.0167,0.7297,0.0170,0.8904,0.0049,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-octmnist,Jakob,0.7703,0.0217,0.8448,0.0293,0.8790,0.0080,0.1796,0.1151,-0.0114
,DIET-CP,DINOv3,OCTMNIST,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.6411,0.0082,0.7402,0.0175,0.9033,0.0042,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-octmnist,Jakob,0.8059,0.0062,0.8590,0.0167,0.8845,0.0129,0.1648,0.1188,-0.0187
,DIET-CP,DINOv3,OCTMNIST,MAX (97477),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.6862,0.0000,0.7679,0.0072,0.9200,0.0125,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-octmnist,Jakob,0.7916,0.0158,0.8921,0.0042,0.9138,0.0116,0.1054,0.1242,-0.0062
,DIET-CP,MAE,OCTMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-octmnist,haodong,0.2545,0.0067,0.4639,0.0160,0.8806,0.0025,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-octmnist,Jakob,0.3936,0.0244,0.7465,0.0305,0.8453,0.0147,0.1390,0.2826,-0.0353
,DIET-CP,MAE,OCTMNIST,MAX (97477),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-octmnist,haodong,0.2953,0.0000,0.4948,0.0018,0.9183,0.0063,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-octmnist,Jakob,0.6979,0.0058,0.8175,0.0302,0.9124,0.0016,0.4026,0.3226,-0.0059
,DIET-CP,CLIP,OCTMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-octmnist,haodong,0.2818,0.0148,0.5313,0.0287,0.8512,0.0070,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-octmnist,Jakob,0.5082,0.0264,0.6598,0.0250,0.7423,0.0516,0.2264,0.1285,-0.1090
,DIET-CP,CLIP,OCTMNIST,MAX (97477),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-octmnist,haodong,0.4061,0.0000,0.5955,0.0109,0.9132,0.0102,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-octmnist,Jakob,0.7612,0.0157,0.8407,0.0172,0.8805,0.0149,0.3552,0.2453,-0.0328
,DIET-CP,DINOv3,OrganAMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.4847,0.0148,0.5369,0.0134,0.6611,0.0250,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-organamnist,Jakob,0.4971,0.0320,0.5997,0.0070,0.5523,0.0166,0.0124,0.0628,-0.1088
,DIET-CP,DINOv3,OrganAMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.7393,0.0110,0.6872,0.0247,0.7919,0.0155,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-organamnist,Jakob,0.6750,0.0108,0.7111,0.0139,0.7387,0.0135,-0.0643,0.0239,-0.0532
,DIET-CP,DINOv3,OrganAMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.7776,0.0022,0.7112,0.0119,0.8575,0.0061,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-organamnist,Jakob,0.7216,0.0118,0.7832,0.0133,0.7845,0.0055,-0.0559,0.0719,-0.0730
,DIET-CP,DINOv3,OrganAMNIST,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.8586,0.0021,0.8180,0.0064,0.9080,0.0038,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-organamnist,Jakob,0.8262,0.0052,0.8508,0.0049,0.8641,0.0007,-0.0325,0.0328,-0.0439
,DIET-CP,DINOv3,OrganAMNIST,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.8754,0.0025,0.8310,0.0011,0.9232,0.0072,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-organamnist,Jakob,0.8557,0.0020,0.8734,0.0036,0.8784,0.0013,-0.0198,0.0425,-0.0448
,DIET-CP,DINOv3,OrganAMNIST,MAX (34561),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.8779,0.0000,0.8325,0.0026,0.9416,0.0041,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-organamnist,Jakob,0.8902,0.0004,0.9081,0.0017,0.9110,0.0011,0.0122,0.0756,-0.0306
,DIET-CP,MAE,OrganAMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-organamnist,haodong,0.7270,0.0126,0.5888,0.0182,0.8305,0.0057,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-organamnist,Jakob,0.6712,0.0094,0.6881,0.0019,0.8048,0.0052,-0.0558,0.0993,-0.0257
,DIET-CP,MAE,OrganAMNIST,MAX (34561),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-organamnist,haodong,0.8229,0.0000,0.6069,0.0093,0.9034,0.0038,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-organamnist,Jakob,0.8674,0.0027,0.8825,0.0041,0.9258,0.0073,0.0445,0.2756,0.0224
,DIET-CP,CLIP,OrganAMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-organamnist,haodong,0.6818,0.0010,0.5531,0.0353,0.8187,0.0055,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-organamnist,Jakob,0.6563,0.0123,0.6857,0.0114,0.7372,0.0068,-0.0255,0.1326,-0.0814
,DIET-CP,CLIP,OrganAMNIST,MAX (34561),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-organamnist,haodong,0.7975,0.0000,0.6371,0.0052,0.8878,0.0039,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-organamnist,Jakob,0.7889,0.0022,0.8043,0.0055,0.9039,0.0055,-0.0086,0.1672,0.0161
,DIET-CP,DINOv3,PathMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.6509,0.0697,0.7634,0.0359,0.8757,0.0232,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-pathmnist,Jakob,0.8043,0.0067,0.8378,0.0202,0.8647,0.0103,0.1534,0.0743,-0.0110
,DIET-CP,DINOv3,PathMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.7928,0.0148,0.8557,0.0054,0.9304,0.0110,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-pathmnist,Jakob,0.8560,0.0234,0.8690,0.0282,0.9109,0.0059,0.0631,0.0134,-0.0195
,DIET-CP,DINOv3,PathMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8154,0.0050,0.8648,0.0116,0.9334,0.0061,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-pathmnist,Jakob,0.8763,0.0041,0.8861,0.0097,0.9140,0.0043,0.0609,0.0213,-0.0194
,DIET-CP,DINOv3,PathMNIST,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8702,0.0006,0.8940,0.0026,0.9502,0.0101,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-pathmnist,Jakob,0.8933,0.0027,0.9172,0.0061,0.9343,0.0072,0.0231,0.0232,-0.0159
,DIET-CP,DINOv3,PathMNIST,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8757,0.0004,0.8950,0.0020,0.9510,0.0042,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-pathmnist,Jakob,0.8796,0.0069,0.9145,0.0049,0.9396,0.0084,0.0039,0.0195,-0.0115
,DIET-CP,DINOv3,PathMNIST,MAX (89996),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8840,0.0000,0.9036,0.0007,0.9488,0.0085,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-pathmnist,Jakob,0.8965,0.0035,0.9141,0.0010,0.9535,0.0009,0.0125,0.0105,0.0047
,DIET-CP,MAE,PathMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-pathmnist,haodong,0.7183,0.0102,0.8440,0.0134,0.9277,0.0067,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-pathmnist,Jakob,0.7878,0.0253,0.8594,0.0171,0.8962,0.0300,0.0694,0.0154,-0.0314
,DIET-CP,MAE,PathMNIST,MAX (89996),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-pathmnist,haodong,0.8374,0.0000,0.8865,0.0027,0.9415,0.0026,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-pathmnist,Jakob,0.8752,0.0036,0.9041,0.0033,0.9475,0.0006,0.0378,0.0177,0.0060
,DIET-CP,CLIP,PathMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-pathmnist,haodong,0.6999,0.0147,0.8151,0.0119,0.9255,0.0092,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-pathmnist,Jakob,0.8453,0.0141,0.8661,0.0171,0.8906,0.0108,0.1454,0.0509,-0.0349
,DIET-CP,CLIP,PathMNIST,MAX (89996),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-pathmnist,haodong,0.8002,0.0000,0.8841,0.0019,0.9379,0.0030,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-pathmnist,Jakob,0.9103,0.0036,0.9173,0.0045,0.9470,0.0023,0.1100,0.0332,0.0092
